ANIO,MES,K_GRUPO,GRUPO,MARKET_SHARE
2022,7,C753,ROCKETEL,0.09%
2022,7,C485,SERVITRON,0.01%
2022,7,G003,TELEFÓNICA,8.76%
2022,7,C080,TELMOVIL,0.10%
2022,7,C775,VASANTA,0.01%
2022,7,C629,VIRGIN MOBILE,0.61%
2022,7,C656,WEEX,0.05%
2022,7,C758,WIMOTELECOM,0.00%
2022,7,C747,YOBI TELECOM,0.09%
2022,8,C746,ADDINTELI,0.00%
2022,8,C516,AFCAZA,0.00%
2022,8,C020,ALESTRA,0.00%
2022,8,G006,AMÉRICA MÓVIL,67.00%
2022,8,G007,AT&T,17.10%
2022,8,C805,AXIOS MOBILE,0.00%
2022,8,C647,BENELEIT MOVIL,0.11%
2022,8,C511,BROMOVIL,0.00%
2022,8,C644,BUENO CELL,0.02%
2022,8,C806,CELFI,0.00%
2022,8,C866,COMERCIALIZADORA ROMEL,0.00%
2022,8,C816,CONECTA2,0.01%
2022,8,C083,DALE FON,0.00%
2022,8,C756,DIRI MOVIL,0.11%
2022,8,C704,FLASH MOBILE,0.17%
2022,8,C709,FREEDOMPOP,1.19%
2022,8,C794,GAMERS,0.00%
2022,8,C584,GRUPO SALINAS,0.65%
2022,8,G004,GRUPO TELEVISA,0.00%
2022,8,C804,GRUPO WALMART,3.32%
2022,8,C732,GURUCOMM,0.00%
2022,8,C717,IENTC,0.00%
2022,8,C473,MARKETING 358,0.00%
2022,8,G008,MEGACABLE-MCM,0.38%
2022,8,C754,MEXFON,0.00%
2022,8,C737,MIIO,0.00%
2022,8,C832,MO!NET,0.00%
2022,8,C818,MOBIG,0.00%
2022,8,C751,NEWWW,0.30%
2022,8,C465,R&R NEGOCIOS ALTERNOS,0.00%
2022,8,C807,RED DOG,0.00%
2022,8,C646,REDPHONE,0.00%
2022,8,C753,ROCKETEL,0.10%
2022,8,C485,SERVITRON,0.01%
2022,8,G003,TELEFÓNICA,8.64%
2022,8,C080,TELMOVIL,0.10%
2022,8,C775,VASANTA,0.01%
2022,8,C629,VIRGIN MOBILE,0.63%
2022,8,C656,WEEX,0.04%
2022,8,C758,WIMOTELECOM,0.00%
2022,8,C747,YOBI TELECOM,0.09%
2022,9,C746,ADDINTELI,0.00%
2022,9,C516,AFCAZA,0.00%
2022,9,C020,ALESTRA,0.00%
2022,9,G006,AMÉRICA MÓVIL,66.73%
2022,9,G007,AT&T,17.11%
2022,9,C805,AXIOS MOBILE,0.00%
2022,9,C647,BENELEIT MOVIL,0.11%
2022,9,C511,BROMOVIL,0.00%
2022,9,C644,BUENO CELL,0.02%
2022,9,C806,CELFI,0.00%
2022,9,C866,COMERCIALIZADORA ROMEL,0.00%
2022,9,C816,CONECTA2,0.01%
2022,9,C083,DALE FON,0.00%
2022,9,C756,DIRI MOVIL,0.12%
2022,9,C704,FLASH MOBILE,0.14%
2022,9,C709,FREEDOMPOP,1.22%
2022,9,C794,GAMERS,0.00%
2022,9,C584,GRUPO SALINAS,0.67%
2022,9,G004,GRUPO TELEVISA,0.00%
2022,9,C804,GRUPO WALMART,3.67%
2022,9,C732,GURUCOMM,0.00%
2022,9,C717,IENTC,0.00%
2022,9,C473,MARKETING 358,0.00%
2022,9,G008,MEGACABLE-MCM,0.39%
2022,9,C754,MEXFON,0.00%
2022,9,C737,MIIO,0.00%
2022,9,C832,MO!NET,0.00%
2022,9,C818,MOBIG,0.00%
2022,9,C751,NEWWW,0.31%
2022,9,C465,R&R NEGOCIOS ALTERNOS,0.00%
2022,9,C807,RED DOG,0.00%
2022,9,C646,REDPHONE,0.00%
2022,9,C753,ROCKETEL,0.10%
2022,9,C485,SERVITRON,0.01%
2022,9,G003,TELEFÓNICA,8.48%
2022,9,C080,TELMOVIL,0.10%
2022,9,C775,VASANTA,0.01%
2022,9,C629,VIRGIN MOBILE,0.64%
2022,9,C656,WEEX,0.05%
2022,9,C758,WIMOTELECOM,0.00%
2022,9,C747,YOBI TELECOM,0.09%
2022,10,C746,ADDINTELI,0.00%
2022,10,C516,AFCAZA,0.00%
2022,10,C020,ALESTRA,0.00%
2022,10,G006,AMÉRICA MÓVIL,66.56%
2022,10,G007,AT&T,17.02%
2022,10,C805,AXIOS MOBILE,0.00%
2022,10,C647,BENELEIT MOVIL,0.11%
2022,10,C511,BROMOVIL,0.00%
2022,10,C644,BUENO CELL,0.02%
2022,10,C806,CELFI,0.00%
2022,10,C866,COMERCIALIZADORA ROMEL,0.00%
2022,10,C816,CONECTA2,0.01%
2022,10,C083,DALE FON,0.00%
2022,10,C756,DIRI MOVIL,0.13%
2022,10,C704,FLASH MOBILE,0.14%
2022,10,C709,FREEDOMPOP,1.22%
2022,10,C794,GAMERS,0.00%
2022,10,C584,GRUPO SALINAS,0.68%
2022,10,G004,GRUPO TELEVISA,0.00%
2022,10,C804,GRUPO WALMART,4.02%
2022,10,C732,GURUCOMM,0.00%
2022,10,C717,IENTC,0.00%
2022,10,C473,MARKETING 358,0.00%
2022,10,G008,MEGACABLE-MCM,0.38%
2022,10,C754,MEXFON,0.00%
2022,10,C737,MIIO,0.00%
2022,10,C832,MO!NET,0.00%
2022,10,C818,MOBIG,0.00%
2022,10,C729,NETWEY,0.01%
2022,10,C751,NEWWW,0.31%
2022,10,C770,PLINTRON,0.00%
2022,10,C465,R&R NEGOCIOS ALTERNOS,0.00%
2022,10,C807,RED DOG,0.00%
2022,10,C646,REDPHONE,0.00%
2022,10,C753,ROCKETEL,0.12%
2022,10,C485,SERVITRON,0.01%
2022,10,G003,TELEFÓNICA,8.41%
2022,10,C080,TELMOVIL,0.02%
2022,10,C775,VASANTA,0.01%
2022,10,C629,VIRGIN MOBILE,0.65%
2022,10,C656,WEEX,0.04%
2022,10,C758,WIMOTELECOM,0.00%
2022,10,C747,YOBI TELECOM,0.09%
2022,11,C746,ADDINTELI,0.00%
2022,11,C516,AFCAZA,0.00%
2022,11,C020,ALESTRA,0.00%
2022,11,G006,AMÉRICA MÓVIL,66.13%
2022,11,G007,AT&T,17.16%
2022,11,C805,AXIOS MOBILE,0.00%
2022,11,C647,BENELEIT MOVIL,0.11%
2022,11,C511,BROMOVIL,0.00%
2022,11,C644,BUENO CELL,0.02%
2022,11,C806,CELFI,0.00%
2022,11,C866,COMERCIALIZADORA ROMEL,0.00%
2022,11,C816,CONECTA2,0.01%
2022,11,C083,DALE FON,0.00%
2022,11,C756,DIRI MOVIL,0.14%
2022,11,C704,FLASH MOBILE,0.14%
2022,11,C709,FREEDOMPOP,1.24%
2022,11,C794,GAMERS,0.00%
2022,11,C584,GRUPO SALINAS,0.69%
2022,11,G004,GRUPO TELEVISA,0.00%
2022,11,C804,GRUPO WALMART,4.34%
2022,11,C732,GURUCOMM,0.00%
2022,11,C717,IENTC,0.00%
2022,11,C473,MARKETING 358,0.00%
2022,11,G008,MEGACABLE-MCM,0.36%
2022,11,C754,MEXFON,0.00%
2022,11,C737,MIIO,0.00%
2022,11,C832,MO!NET,0.00%
